name,rating_stimulus,rating_score
A6,High_Constant_Envelopment_Stimulus,86
A6,High_Constant_Envelopment_Stimulus,86
A6,High_Constant_Envelopment_Stimulus,76
A6,High_Constant_Envelopment_Stimulus,72
A6,High_Constant_Envelopment_Stimulus,72
A6,High_Constant_Envelopment_Stimulus,73
A6,High_Constant_Envelopment_Stimulus,83
A6,High_Constant_Envelopment_Stimulus,83
A6,High_Constant_Envelopment_Stimulus,83
A6,High_Constant_Envelopment_Stimulus,83
A6,High_Constant_Envelopment_Stimulus,83
A6,High_Constant_Envelopment_Stimulus,92
A6,High_Constant_Envelopment_Stimulus,92
A6,High_Constant_Envelopment_Stimulus,92
A7,High_Constant_Envelopment_Stimulus,39
A7,High_Constant_Envelopment_Stimulus,39
A7,High_Constant_Envelopment_Stimulus,39
A7,High_Constant_Envelopment_Stimulus,39
A7,High_Constant_Envelopment_Stimulus,39
A7,High_Constant_Envelopment_Stimulus,41
A7,High_Constant_Envelopment_Stimulus,54
A7,High_Constant_Envelopment_Stimulus,59
A7,High_Constant_Envelopment_Stimulus,62
A7,High_Constant_Envelopment_Stimulus,62
A7,High_Constant_Envelopment_Stimulus,62
A7,High_Constant_Envelopment_Stimulus,62
A7,High_Constant_Envelopment_Stimulus,62
A7,High_Constant_Envelopment_Stimulus,62
A7,High_Constant_Envelopment_Stimulus,62
A8,High_Constant_Envelopment_Stimulus,81
A8,High_Constant_Envelopment_Stimulus,84
A8,High_Constant_Envelopment_Stimulus,86
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,87
A8,High_Constant_Envelopment_Stimulus,88
A8,High_Constant_Envelopment_Stimulus,89
A8,High_Constant_Envelopment_Stimulus,89
A8,High_Constant_Envelopment_Stimulus,89
A9,High_Constant_Envelopment_Stimulus,57
A9,High_Constant_Envelopment_Stimulus,57
A9,High_Constant_Envelopment_Stimulus,64
A9,High_Constant_Envelopment_Stimulus,64
A9,High_Constant_Envelopment_Stimulus,64
A9,High_Constant_Envelopment_Stimulus,64
A9,High_Constant_Envelopment_Stimulus,64
A9,High_Constant_Envelopment_Stimulus,64
A9,High_Constant_Envelopment_Stimulus,63
A9,High_Constant_Envelopment_Stimulus,63
A9,High_Constant_Envelopment_Stimulus,63
A9,High_Constant_Envelopment_Stimulus,63
A9,High_Constant_Envelopment_Stimulus,63
A9,High_Constant_Envelopment_Stimulus,63
A9,High_Constant_Envelopment_Stimulus,63
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,90
A10,High_Constant_Envelopment_Stimulus,88
A10,High_Constant_Envelopment_Stimulus,88
A10,High_Constant_Envelopment_Stimulus,82
A10,High_Constant_Envelopment_Stimulus,70
A10,High_Constant_Envelopment_Stimulus,70
A10,High_Constant_Envelopment_Stimulus,70
A10,High_Constant_Envelopment_Stimulus,70
A11,High_Constant_Envelopment_Stimulus,52
A11,High_Constant_Envelopment_Stimulus,53
A11,High_Constant_Envelopment_Stimulus,53
A11,High_Constant_Envelopment_Stimulus,56
A11,High_Constant_Envelopment_Stimulus,56
A11,High_Constant_Envelopment_Stimulus,59
A11,High_Constant_Envelopment_Stimulus,60
A11,High_Constant_Envelopment_Stimulus,57
A11,High_Constant_Envelopment_Stimulus,57
A11,High_Constant_Envelopment_Stimulus,59
A11,High_Constant_Envelopment_Stimulus,58
A11,High_Constant_Envelopment_Stimulus,59
A11,High_Constant_Envelopment_Stimulus,60
A11,High_Constant_Envelopment_Stimulus,57
A11,High_Constant_Envelopment_Stimulus,57
A12,High_Constant_Envelopment_Stimulus,73
A12,High_Constant_Envelopment_Stimulus,76
A12,High_Constant_Envelopment_Stimulus,77
A12,High_Constant_Envelopment_Stimulus,77
A12,High_Constant_Envelopment_Stimulus,76
A12,High_Constant_Envelopment_Stimulus,79
A12,High_Constant_Envelopment_Stimulus,81
A12,High_Constant_Envelopment_Stimulus,81
A12,High_Constant_Envelopment_Stimulus,81
A12,High_Constant_Envelopment_Stimulus,83
A12,High_Constant_Envelopment_Stimulus,85
A12,High_Constant_Envelopment_Stimulus,85
A12,High_Constant_Envelopment_Stimulus,85
A12,High_Constant_Envelopment_Stimulus,85
A12,High_Constant_Envelopment_Stimulus,85
A13,High_Constant_Envelopment_Stimulus,42
A13,High_Constant_Envelopment_Stimulus,66
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,73
A13,High_Constant_Envelopment_Stimulus,75
A13,High_Constant_Envelopment_Stimulus,75
A13,High_Constant_Envelopment_Stimulus,75
A14,High_Constant_Envelopment_Stimulus,83
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,87
A14,High_Constant_Envelopment_Stimulus,63
A14,High_Constant_Envelopment_Stimulus,72
A14,High_Constant_Envelopment_Stimulus,72
A14,High_Constant_Envelopment_Stimulus,78
A15,High_Constant_Envelopment_Stimulus,80
A15,High_Constant_Envelopment_Stimulus,80
A15,High_Constant_Envelopment_Stimulus,81
A15,High_Constant_Envelopment_Stimulus,82
A15,High_Constant_Envelopment_Stimulus,82
A15,High_Constant_Envelopment_Stimulus,81
A15,High_Constant_Envelopment_Stimulus,77
A15,High_Constant_Envelopment_Stimulus,81
A15,High_Constant_Envelopment_Stimulus,81
A15,High_Constant_Envelopment_Stimulus,74
A15,High_Constant_Envelopment_Stimulus,78
A15,High_Constant_Envelopment_Stimulus,81
A15,High_Constant_Envelopment_Stimulus,81
A15,High_Constant_Envelopment_Stimulus,76
A15,High_Constant_Envelopment_Stimulus,78
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A16,High_Constant_Envelopment_Stimulus,77
A17,High_Constant_Envelopment_Stimulus,58
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,61
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A17,High_Constant_Envelopment_Stimulus,60
A18,High_Constant_Envelopment_Stimulus,88
A18,High_Constant_Envelopment_Stimulus,88
A18,High_Constant_Envelopment_Stimulus,88
A18,High_Constant_Envelopment_Stimulus,88
A18,High_Constant_Envelopment_Stimulus,88
A18,High_Constant_Envelopment_Stimulus,88
A18,High_Constant_Envelopment_Stimulus,90
A18,High_Constant_Envelopment_Stimulus,90
A18,High_Constant_Envelopment_Stimulus,90
A18,High_Constant_Envelopment_Stimulus,87
A18,High_Constant_Envelopment_Stimulus,87
A18,High_Constant_Envelopment_Stimulus,87
A18,High_Constant_Envelopment_Stimulus,87
A18,High_Constant_Envelopment_Stimulus,87
A18,High_Constant_Envelopment_Stimulus,87
A1,Increasing_Envelopment_Stimulus,21
A1,Increasing_Envelopment_Stimulus,21
A1,Increasing_Envelopment_Stimulus,21
A1,Increasing_Envelopment_Stimulus,21
A1,Increasing_Envelopment_Stimulus,21
A1,Increasing_Envelopment_Stimulus,21
A1,Increasing_Envelopment_Stimulus,34
A1,Increasing_Envelopment_Stimulus,51
A1,Increasing_Envelopment_Stimulus,57
A1,Increasing_Envelopment_Stimulus,59
A1,Increasing_Envelopment_Stimulus,63
A1,Increasing_Envelopment_Stimulus,63
A1,Increasing_Envelopment_Stimulus,63
A1,Increasing_Envelopment_Stimulus,63
A1,Increasing_Envelopment_Stimulus,65
A2,Increasing_Envelopment_Stimulus,12
A2,Increasing_Envelopment_Stimulus,12
A2,Increasing_Envelopment_Stimulus,10
A2,Increasing_Envelopment_Stimulus,10
A2,Increasing_Envelopment_Stimulus,10
A2,Increasing_Envelopment_Stimulus,10
A2,Increasing_Envelopment_Stimulus,27
A2,Increasing_Envelopment_Stimulus,46
A2,Increasing_Envelopment_Stimulus,52
A2,Increasing_Envelopment_Stimulus,70
A2,Increasing_Envelopment_Stimulus,70
A2,Increasing_Envelopment_Stimulus,69
A2,Increasing_Envelopment_Stimulus,65
A2,Increasing_Envelopment_Stimulus,65
A2,Increasing_Envelopment_Stimulus,69
A3,Increasing_Envelopment_Stimulus,47
A3,Increasing_Envelopment_Stimulus,45
A3,Increasing_Envelopment_Stimulus,42
A3,Increasing_Envelopment_Stimulus,41
A3,Increasing_Envelopment_Stimulus,40
A3,Increasing_Envelopment_Stimulus,40
A3,Increasing_Envelopment_Stimulus,50
A3,Increasing_Envelopment_Stimulus,57
A3,Increasing_Envelopment_Stimulus,67
A3,Increasing_Envelopment_Stimulus,67
A3,Increasing_Envelopment_Stimulus,67
A3,Increasing_Envelopment_Stimulus,67
A3,Increasing_Envelopment_Stimulus,67
A3,Increasing_Envelopment_Stimulus,69
A3,Increasing_Envelopment_Stimulus,69
A4,Increasing_Envelopment_Stimulus,50
A4,Increasing_Envelopment_Stimulus,50
A4,Increasing_Envelopment_Stimulus,50
A4,Increasing_Envelopment_Stimulus,43
A4,Increasing_Envelopment_Stimulus,39
A4,Increasing_Envelopment_Stimulus,35
A4,Increasing_Envelopment_Stimulus,40
A4,Increasing_Envelopment_Stimulus,55
A4,Increasing_Envelopment_Stimulus,65
A4,Increasing_Envelopment_Stimulus,68
A4,Increasing_Envelopment_Stimulus,74
A4,Increasing_Envelopment_Stimulus,74
A4,Increasing_Envelopment_Stimulus,74
A4,Increasing_Envelopment_Stimulus,75
A4,Increasing_Envelopment_Stimulus,75
A5,Increasing_Envelopment_Stimulus,50
A5,Increasing_Envelopment_Stimulus,50
A5,Increasing_Envelopment_Stimulus,38
A5,Increasing_Envelopment_Stimulus,38
A5,Increasing_Envelopment_Stimulus,38
A5,Increasing_Envelopment_Stimulus,38
A5,Increasing_Envelopment_Stimulus,38
A5,Increasing_Envelopment_Stimulus,40
A5,Increasing_Envelopment_Stimulus,40
A5,Increasing_Envelopment_Stimulus,40
A5,Increasing_Envelopment_Stimulus,40
A5,Increasing_Envelopment_Stimulus,40
A5,Increasing_Envelopment_Stimulus,41
A5,Increasing_Envelopment_Stimulus,47
A5,Increasing_Envelopment_Stimulus,47
A6,Increasing_Envelopment_Stimulus,73
A6,Increasing_Envelopment_Stimulus,73
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,75
A6,Increasing_Envelopment_Stimulus,70
A6,Increasing_Envelopment_Stimulus,73
A6,Increasing_Envelopment_Stimulus,63
A6,Increasing_Envelopment_Stimulus,63
A6,Increasing_Envelopment_Stimulus,63
A6,Increasing_Envelopment_Stimulus,79
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,50
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A7,Increasing_Envelopment_Stimulus,80
A8,Increasing_Envelopment_Stimulus,29
A8,Increasing_Envelopment_Stimulus,34
A8,Increasing_Envelopment_Stimulus,39
A8,Increasing_Envelopment_Stimulus,31
A8,Increasing_Envelopment_Stimulus,27
A8,Increasing_Envelopment_Stimulus,25
A8,Increasing_Envelopment_Stimulus,66
A8,Increasing_Envelopment_Stimulus,76
A8,Increasing_Envelopment_Stimulus,79
A8,Increasing_Envelopment_Stimulus,77
A8,Increasing_Envelopment_Stimulus,79
A8,Increasing_Envelopment_Stimulus,81
A8,Increasing_Envelopment_Stimulus,82
A8,Increasing_Envelopment_Stimulus,82
A8,Increasing_Envelopment_Stimulus,85
A9,Increasing_Envelopment_Stimulus,37
A9,Increasing_Envelopment_Stimulus,21
A9,Increasing_Envelopment_Stimulus,16
A9,Increasing_Envelopment_Stimulus,13
A9,Increasing_Envelopment_Stimulus,13
A9,Increasing_Envelopment_Stimulus,13
A9,Increasing_Envelopment_Stimulus,13
A9,Increasing_Envelopment_Stimulus,49
A9,Increasing_Envelopment_Stimulus,49
A9,Increasing_Envelopment_Stimulus,49
A9,Increasing_Envelopment_Stimulus,70
A9,Increasing_Envelopment_Stimulus,70
A9,Increasing_Envelopment_Stimulus,70
A9,Increasing_Envelopment_Stimulus,70
A9,Increasing_Envelopment_Stimulus,70
A10,Increasing_Envelopment_Stimulus,10
A10,Increasing_Envelopment_Stimulus,9
A10,Increasing_Envelopment_Stimulus,28
A10,Increasing_Envelopment_Stimulus,29
A10,Increasing_Envelopment_Stimulus,29
A10,Increasing_Envelopment_Stimulus,26
A10,Increasing_Envelopment_Stimulus,38
A10,Increasing_Envelopment_Stimulus,44
A10,Increasing_Envelopment_Stimulus,48
A10,Increasing_Envelopment_Stimulus,50
A10,Increasing_Envelopment_Stimulus,61
A10,Increasing_Envelopment_Stimulus,61
A10,Increasing_Envelopment_Stimulus,61
A10,Increasing_Envelopment_Stimulus,61
A10,Increasing_Envelopment_Stimulus,70
A11,Increasing_Envelopment_Stimulus,54
A11,Increasing_Envelopment_Stimulus,59
A11,Increasing_Envelopment_Stimulus,61
A11,Increasing_Envelopment_Stimulus,57
A11,Increasing_Envelopment_Stimulus,56
A11,Increasing_Envelopment_Stimulus,60
A11,Increasing_Envelopment_Stimulus,70
A11,Increasing_Envelopment_Stimulus,70
A11,Increasing_Envelopment_Stimulus,76
A11,Increasing_Envelopment_Stimulus,76
A11,Increasing_Envelopment_Stimulus,71
A11,Increasing_Envelopment_Stimulus,73
A11,Increasing_Envelopment_Stimulus,73
A11,Increasing_Envelopment_Stimulus,73
A11,Increasing_Envelopment_Stimulus,73
A12,Increasing_Envelopment_Stimulus,68
A12,Increasing_Envelopment_Stimulus,68
A12,Increasing_Envelopment_Stimulus,68
A12,Increasing_Envelopment_Stimulus,69
A12,Increasing_Envelopment_Stimulus,69
A12,Increasing_Envelopment_Stimulus,69
A12,Increasing_Envelopment_Stimulus,69
A12,Increasing_Envelopment_Stimulus,80
A12,Increasing_Envelopment_Stimulus,80
A12,Increasing_Envelopment_Stimulus,80
A12,Increasing_Envelopment_Stimulus,80
A12,Increasing_Envelopment_Stimulus,82
A12,Increasing_Envelopment_Stimulus,80
A12,Increasing_Envelopment_Stimulus,76
A12,Increasing_Envelopment_Stimulus,78
A13,Increasing_Envelopment_Stimulus,81
A13,Increasing_Envelopment_Stimulus,81
A13,Increasing_Envelopment_Stimulus,84
A13,Increasing_Envelopment_Stimulus,85
A13,Increasing_Envelopment_Stimulus,85
A13,Increasing_Envelopment_Stimulus,85
A13,Increasing_Envelopment_Stimulus,85
A13,Increasing_Envelopment_Stimulus,85
A13,Increasing_Envelopment_Stimulus,87
A13,Increasing_Envelopment_Stimulus,87
A13,Increasing_Envelopment_Stimulus,87
A13,Increasing_Envelopment_Stimulus,89
A13,Increasing_Envelopment_Stimulus,92
A13,Increasing_Envelopment_Stimulus,92
A13,Increasing_Envelopment_Stimulus,92
A14,Increasing_Envelopment_Stimulus,83
A14,Increasing_Envelopment_Stimulus,83
A14,Increasing_Envelopment_Stimulus,63
A14,Increasing_Envelopment_Stimulus,66
A14,Increasing_Envelopment_Stimulus,66
A14,Increasing_Envelopment_Stimulus,66
A14,Increasing_Envelopment_Stimulus,66
A14,Increasing_Envelopment_Stimulus,81
A14,Increasing_Envelopment_Stimulus,81
A14,Increasing_Envelopment_Stimulus,81
A14,Increasing_Envelopment_Stimulus,81
A14,Increasing_Envelopment_Stimulus,81
A14,Increasing_Envelopment_Stimulus,81
A14,Increasing_Envelopment_Stimulus,84
A14,Increasing_Envelopment_Stimulus,88
A15,Increasing_Envelopment_Stimulus,43
A15,Increasing_Envelopment_Stimulus,40
A15,Increasing_Envelopment_Stimulus,38
A15,Increasing_Envelopment_Stimulus,39
A15,Increasing_Envelopment_Stimulus,34
A15,Increasing_Envelopment_Stimulus,29
A15,Increasing_Envelopment_Stimulus,33
A15,Increasing_Envelopment_Stimulus,49
A15,Increasing_Envelopment_Stimulus,53
A15,Increasing_Envelopment_Stimulus,49
A15,Increasing_Envelopment_Stimulus,49
A15,Increasing_Envelopment_Stimulus,50
A15,Increasing_Envelopment_Stimulus,51
A15,Increasing_Envelopment_Stimulus,59
A15,Increasing_Envelopment_Stimulus,64
A16,Increasing_Envelopment_Stimulus,40
A16,Increasing_Envelopment_Stimulus,40
A16,Increasing_Envelopment_Stimulus,40
A16,Increasing_Envelopment_Stimulus,40
A16,Increasing_Envelopment_Stimulus,40
A16,Increasing_Envelopment_Stimulus,40
A16,Increasing_Envelopment_Stimulus,57
A16,Increasing_Envelopment_Stimulus,66
A16,Increasing_Envelopment_Stimulus,66
A16,Increasing_Envelopment_Stimulus,66
A16,Increasing_Envelopment_Stimulus,66
A16,Increasing_Envelopment_Stimulus,66
A16,Increasing_Envelopment_Stimulus,66
A16,Increasing_Envelopment_Stimulus,72
A16,Increasing_Envelopment_Stimulus,77
A17,Increasing_Envelopment_Stimulus,66
A17,Increasing_Envelopment_Stimulus,66
A17,Increasing_Envelopment_Stimulus,66
A17,Increasing_Envelopment_Stimulus,69
A17,Increasing_Envelopment_Stimulus,69
A17,Increasing_Envelopment_Stimulus,60
A17,Increasing_Envelopment_Stimulus,64
A17,Increasing_Envelopment_Stimulus,69
A17,Increasing_Envelopment_Stimulus,69
A17,Increasing_Envelopment_Stimulus,69
A17,Increasing_Envelopment_Stimulus,70
A17,Increasing_Envelopment_Stimulus,70
A17,Increasing_Envelopment_Stimulus,70
A17,Increasing_Envelopment_Stimulus,70
A17,Increasing_Envelopment_Stimulus,70
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,57
A18,Increasing_Envelopment_Stimulus,78
A18,Increasing_Envelopment_Stimulus,78
A18,Increasing_Envelopment_Stimulus,78
A18,Increasing_Envelopment_Stimulus,78
A18,Increasing_Envelopment_Stimulus,78
A18,Increasing_Envelopment_Stimulus,78
A18,Increasing_Envelopment_Stimulus,81
A1,Decreasing_Envelopment_Stimulus,69
A1,Decreasing_Envelopment_Stimulus,70
A1,Decreasing_Envelopment_Stimulus,76
A1,Decreasing_Envelopment_Stimulus,76
A1,Decreasing_Envelopment_Stimulus,76
A1,Decreasing_Envelopment_Stimulus,76
A1,Decreasing_Envelopment_Stimulus,67
A1,Decreasing_Envelopment_Stimulus,61
A1,Decreasing_Envelopment_Stimulus,57
A1,Decreasing_Envelopment_Stimulus,55
A1,Decreasing_Envelopment_Stimulus,54
A1,Decreasing_Envelopment_Stimulus,54
A1,Decreasing_Envelopment_Stimulus,52
A1,Decreasing_Envelopment_Stimulus,51
A1,Decreasing_Envelopment_Stimulus,51
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,65
A2,Decreasing_Envelopment_Stimulus,46
A2,Decreasing_Envelopment_Stimulus,35
A2,Decreasing_Envelopment_Stimulus,33
A2,Decreasing_Envelopment_Stimulus,33
A2,Decreasing_Envelopment_Stimulus,33
A2,Decreasing_Envelopment_Stimulus,33
A2,Decreasing_Envelopment_Stimulus,33
A2,Decreasing_Envelopment_Stimulus,33
A3,Decreasing_Envelopment_Stimulus,88
A3,Decreasing_Envelopment_Stimulus,88
A3,Decreasing_Envelopment_Stimulus,88
A3,Decreasing_Envelopment_Stimulus,88
A3,Decreasing_Envelopment_Stimulus,88
A3,Decreasing_Envelopment_Stimulus,88
A3,Decreasing_Envelopment_Stimulus,67
A3,Decreasing_Envelopment_Stimulus,62
A3,Decreasing_Envelopment_Stimulus,62
A3,Decreasing_Envelopment_Stimulus,62
A3,Decreasing_Envelopment_Stimulus,65
A3,Decreasing_Envelopment_Stimulus,65
A3,Decreasing_Envelopment_Stimulus,65
A3,Decreasing_Envelopment_Stimulus,65
A3,Decreasing_Envelopment_Stimulus,65
A4,Decreasing_Envelopment_Stimulus,73
A4,Decreasing_Envelopment_Stimulus,73
A4,Decreasing_Envelopment_Stimulus,73
A4,Decreasing_Envelopment_Stimulus,73
A4,Decreasing_Envelopment_Stimulus,73
A4,Decreasing_Envelopment_Stimulus,73
A4,Decreasing_Envelopment_Stimulus,67
A4,Decreasing_Envelopment_Stimulus,64
A4,Decreasing_Envelopment_Stimulus,61
A4,Decreasing_Envelopment_Stimulus,61
A4,Decreasing_Envelopment_Stimulus,59
A4,Decreasing_Envelopment_Stimulus,57
A4,Decreasing_Envelopment_Stimulus,57
A4,Decreasing_Envelopment_Stimulus,57
A4,Decreasing_Envelopment_Stimulus,56
A5,Decreasing_Envelopment_Stimulus,63
A5,Decreasing_Envelopment_Stimulus,50
A5,Decreasing_Envelopment_Stimulus,47
A5,Decreasing_Envelopment_Stimulus,43
A5,Decreasing_Envelopment_Stimulus,43
A5,Decreasing_Envelopment_Stimulus,51
A5,Decreasing_Envelopment_Stimulus,51
A5,Decreasing_Envelopment_Stimulus,51
A5,Decreasing_Envelopment_Stimulus,54
A5,Decreasing_Envelopment_Stimulus,59
A5,Decreasing_Envelopment_Stimulus,55
A5,Decreasing_Envelopment_Stimulus,59
A5,Decreasing_Envelopment_Stimulus,53
A5,Decreasing_Envelopment_Stimulus,59
A5,Decreasing_Envelopment_Stimulus,55
A6,Decreasing_Envelopment_Stimulus,92
A6,Decreasing_Envelopment_Stimulus,92
A6,Decreasing_Envelopment_Stimulus,92
A6,Decreasing_Envelopment_Stimulus,92
